"long","lat","dist_market"
-66.4952112,17.87082116,20.8480758435839
-66.25567902,17.86940098,41.5028511272089
-66.48427104,17.87745395,21.006752107722
-66.27113944,17.87593939,39.7116534879446
-66.26636973,17.87948465,40.018789488186
-66.15841296,17.8779394,50.7939080861843
-66.1240011,17.87743427,54.2859952450074
-66.15746297,17.87837702,50.8744349066817
-66.11123721,17.87950271,55.5150195743625
-66.50207554,17.88581164,19.0907056228399
-66.48603001,17.8865083,20.1332888547177
-66.19265557,17.88927188,46.9548705687493
-66.24884765,17.91490732,40.4218308608425
-66.08925136,17.92657867,52.332222693235
-66.06456975,17.93613927,51.2323158744847
-66.02437831,17.94229915,50.7683828304021
-66.08188278,17.94452642,50.3203492016469
-65.98747835,17.94895286,50.5531615131956
-66.00382948,17.9582346,49.2694864706147
-65.81932158,18.0162314,49.9237410015095
-65.8220136,18.02394886,49.0483837098547
-65.79485748,18.0645739,47.0192112155678
-65.39788151,18.07381551,57.8711488954646
-65.32849998,18.09822392,50.2350571336458
-65.39551325,18.21228964,51.1907529922463
-67.12400565,17.86704787,37.2382235957011
-67.07630599,17.87200378,37.3097000069649
-67.11683493,17.8760135,36.2974372446233
-67.00716163,17.89615332,36.8820070694477
-67.03921103,17.8991891,35.3763289476846
-67.26849218,17.90271915,35.7932186320409
-67.06985161,17.901754,34.2301573085467
-67.03395691,17.90500845,34.9444285788008
-66.92874872,17.90436871,35.7517449377496
-67.27503673,17.90910204,35.4059301134742
-66.94334689,17.90678205,37.1058997390925
-66.91598524,17.90649089,34.4070159254696
-67.06688874,17.9139212,32.9949591996518
-67.31176044,17.9180079,36.2522575537562
-67.23531203,17.91778101,33.0470305956968
-67.26833425,17.91898138,34.1217238957361
-67.32069225,17.92169945,36.3770998151078
-66.98425755,17.9189546,35.6486659198291
-66.8931974,17.918441,31.6766178309327
-67.31501239,17.92345741,35.9019439329072
-66.93187281,17.91975959,35.4850523906953
-67.01205377,17.92285447,33.9649929908515
-66.90778001,17.92221198,32.9822935573524
-67.30837146,17.92701395,35.2083461210851
-67.08841777,17.93039628,30.7207945832382
-66.97231861,17.9314782,35.0663740200114
-67.037363,17.93847006,31.341786650661
-67.06095168,17.93915866,30.4669709142852
-66.61839378,17.93468893,9.56389756770924
-66.86180047,17.93977886,27.7425530335292
-66.90614691,17.94071364,32.1933451734641
-66.79659582,17.94672841,21.0136455012892
-66.7031792,17.94564589,12.6000795423493
-66.6975178,17.94557884,12.1621726247134
-66.90322542,17.94836082,31.6700511661661
-66.7182706,17.94627545,13.7968485340148
-66.97494404,17.94957376,33.2156974053711
-67.22883179,17.95250753,29.1762370348654
-66.80176908,17.94814204,21.4596229441874
-66.81769478,17.9578067,22.6785724309618
-66.79833773,17.95849139,20.7125378184351
-67.42130809,18.1012579,31.5289616882351
-66.80962877,17.96132914,21.7457678218191
-66.77654809,17.9650178,18.2959629745688
-66.77226172,17.96813022,17.752842335689
-67.41793726,18.08482951,31.8988072744525
-67.33140764,17.9868477,31.1464733114451
-67.2340867,17.99366541,25.0958945755809
-67.2681021,18.03960049,22.4142539089958
-67.20326067,18.05391653,17.6908545652139
-67.2687457,18.07032605,19.8174475802187
-67.2227941,18.08391282,15.6540134895489
-67.26733969,18.11729645,16.2199373907923
-67.25881853,18.11902664,15.3810537883233
-67.28183888,18.13233444,16.6427612831278
-67.27188195,18.13585938,15.5301236206998
-67.25993648,18.14930443,13.7257670067979
-67.28059802,18.16259128,15.2292757545059
-67.26071156,18.16647816,13.0933183496417
-67.2288787,18.18335388,9.34208430390375
-67.19386895,18.23271922,6.30652196066708
-65.38630419,18.22384719,49.8874671397024
-65.41017098,18.23422265,52.0186750630368
-65.22890082,18.27630047,32.2934906113717
-65.32666911,18.29805752,41.9749282210963
-65.32760387,18.29852669,42.06569197392
-65.32713173,18.2985176,42.0163801676913
-65.32001159,18.30018505,41.2455214082222
-65.32046466,18.30109612,41.279535294053
-65.31188974,18.30453982,40.3313742743432
-65.23013488,18.30655041,31.7404064605295
-65.32644064,18.30888114,41.8023835611661
-65.31697833,18.30960095,40.799354906746
-65.33629914,18.31177784,42.8052172624441
-65.35182435,18.31478259,44.4077713853512
-65.32395592,18.31469842,41.4750106885524
-65.35272144,18.31705565,44.4806124401995
-65.35175812,18.31793957,44.3710853934027
-65.33561788,18.3216905,42.637707516163
-65.33133951,18.3229617,42.176337706986
-65.24442942,18.32262213,33.0227982937181
-65.33029988,18.32745337,42.0337386896684
-65.32036832,18.35027118,40.9071376222277
-65.3576219,18.35369487,44.8460263062925
-65.36322336,18.35696027,45.4422990101657
-67.32132682,18.15346417,19.6476139524239
-67.09902269,18.51909148,35.2933291679477
-67.12176835,18.51751201,34.8833950333529
-67.13463493,18.50996025,33.9867867639371
-67.14791555,18.50783219,33.7437530659315
-66.60935152,18.49411439,52.3685308649731
-67.15889155,18.49980838,32.8945507767825
